datetime,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,load25,load26,load27,load28,load29
1/1/22 3:00,0.192941868,0.283838129,0.023685619,0.390992509,0.390992509,0.190089585,0.264179112,0.330754352,0.083818689,0.240841405,0.190089585,0.190089585,0.283838129,0.283838129,0.376915512,0.404989246,0.663751756,0.062423215,0.264006667,0.386587674,0.456952092,0.061273045,0.05238695,0.099937239,0.12185797,0.083157353,0.125239915,0.262436644,0.144947458
1/1/22 3:15,0.192050569,0.284713835,0.023685619,0.405948807,0.405948807,0.190259601,0.273039561,0.345307723,0.090536418,0.241516179,0.190259601,0.190259601,0.284713835,0.284713835,0.376915512,0.405244818,0.754282791,0.059148368,0.268744759,0.396163298,0.58758002,0.061273045,0.053040057,0.160891812,0.126994243,0.087899355,0.114618331,0.265627168,0.144947458
1/1/22 3:30,0.194871089,0.285651877,0.023685619,0.566650468,0.566650468,0.19161637,0.282692469,0.361343167,0.097604103,0.242792872,0.19161637,0.19161637,0.285651877,0.285651877,0.376915512,0.405372604,0.739792261,0.058916735,0.283109905,0.405215886,0.501931163,0.061273045,0.054020419,0.203947912,0.127957648,0.089856395,0.114661669,0.268577883,0.144947458
1/1/22 3:45,0.196599609,0.285835895,0.023685619,0.594972239,0.594972239,0.192997139,0.293079629,0.378806836,0.105019565,0.244107653,0.192997139,0.192997139,0.285835895,0.285835895,0.376915512,0.405628176,0.744215924,0.05884854,0.287607205,0.414106075,0.407078162,0.061273045,0.054618063,0.323447666,0.128707277,0.091305867,0.115154012,0.271421172,0.129528753
1/1/22 4:00,0.194925606,0.284156868,0.023459261,0.579759275,0.579759275,0.188845697,0.282487458,0.363151254,0.104558497,0.243546233,0.188845697,0.188845697,0.284156868,0.284156868,0.376915512,0.405755962,0.760929817,0.058532518,0.286532635,0.414568158,0.377520957,0.060667249,0.054583261,0.179242867,0.122907984,0.090404059,0.114982532,0.271305031,0.113746198
1/1/22 4:15,0.1958755,0.282273533,0.023459261,0.572510708,0.572510708,0.18593346,0.273255902,0.34912921,0.101509281,0.243058838,0.18593346,0.18593346,0.282273533,0.282273533,0.376915512,0.405947641,0.666835855,0.058288586,0.285570097,0.415012318,0.38063817,0.060667249,0.054666514,0.183872985,0.115757502,0.087827879,0.115084713,0.271411212,0.113746198
1/1/22 4:30,0.194701331,0.280600101,0.023459261,0.582098106,0.582098106,0.181795366,0.271263327,0.336454886,0.097741253,0.242494368,0.181795366,0.181795366,0.280600101,0.280600101,0.376915512,0.406056934,0.762222677,0.05804314,0.284596914,0.415379298,0.382188863,0.061092109,0.054705296,0.186871874,0.115766113,0.087983783,0.11513306,0.271398069,0.113746198
1/1/22 4:45,0.195934406,0.306000758,0.023459261,0.587372525,0.587372525,0.17886858,0.264165843,0.32522036,0.094050292,0.261815001,0.17886858,0.17886858,0.306000758,0.306000758,0.376915512,0.40611158,0.728700533,0.057817193,0.283634649,0.415711157,0.383320963,0.062610094,0.054740463,0.189814036,0.115833784,0.08812211,0.115160373,0.271452153,0.113746198
1/1/22 5:00,0.271757251,0.334530701,0.023582511,0.596977365,0.596977365,0.178310916,0.453299317,0.325615679,0.093699158,0.272087814,0.178310916,0.178310916,0.334530701,0.334530701,0.376915512,0.406220874,0.735350052,0.057559268,0.285004242,0.418654057,0.062929405,0.064008848,0.054730425,0.197726709,0.115905383,0.043434008,0.11503427,0.290484965,0.113488692
1/1/22 5:15,0.251337621,0.334195778,0.023582511,0.60143955,0.60143955,0.178449767,0.35640856,0.326121756,0.094060416,0.244903875,0.178449767,0.178449767,0.334195778,0.334195778,0.376915512,0.40627552,0.748105843,0.057458932,0.286518048,0.421618536,0.062929405,0.065562821,0.054816462,0.20412797,0.116235794,0.041804568,0.111486185,0.290941149,0.113488692
1/1/22 5:30,0.260453095,0.318559143,0.023582511,0.830293504,0.830293504,0.236200599,0.266858608,0.326796736,0.105095849,0.30509478,0.236200599,0.236200599,0.318559143,0.318559143,0.376915512,0.406214585,0.68441883,0.057392948,0.288067169,0.424597397,0.062929405,0.06679576,0.054904512,0.210037132,0.116523253,0.041804568,0.106878046,0.291486079,0.113488692
1/1/22 5:45,0.251741707,0.279674607,0.023582511,0.835798314,0.835798314,0.236116722,0.268180741,0.327671048,0.133921441,0.3060717,0.236116722,0.236116722,0.279674607,0.279674607,0.376915512,0.406153649,0.78227358,0.057341296,0.289649277,0.427609195,0.062929405,0.06786207,0.054994188,0.215579418,0.116790378,0.041804568,0.113415157,0.292088847,0.113488692
1/1/22 6:00,0.251436243,0.281256544,0.038701808,0.842532282,0.842532282,0.302964682,0.266283986,0.329008163,0.111772681,0.307262576,0.302964682,0.302964682,0.281256544,0.281256544,0.376915512,0.406123182,0.748637355,0.040814221,0.290424838,0.42896518,0.062304558,0.068721695,0.058001085,0.514505579,0.144434796,0.045113584,0.12233339,0.289052564,0.113195739
1/1/22 6:15,0.253499776,0.347297065,0.031727693,0.846958682,0.846958682,0.303464535,0.263277008,0.330223933,0.111299719,0.381858335,0.303464535,0.303464535,0.347297065,0.347297065,0.376915512,0.406092714,0.755114508,0.039692732,0.291280258,0.430306148,0.062304558,0.069664883,0.080442258,0.412884409,0.152544055,0.047610521,0.122839687,0.289329549,0.113195739
1/1/22 6:30,0.26225491,0.349769176,0.039710192,0.85251209,0.85251209,0.367547879,0.260416435,0.331501222,0.110567898,0.415851201,0.367547879,0.367547879,0.349769176,0.349769176,0.376915512,0.404917722,0.747074167,0.04019746,0.292100409,0.431597865,0.062304558,0.070469548,0.119925036,0.505246721,0.149735349,0.049987561,0.123053266,0.289569045,0.113195739
1/1/22 6:45,0.26522622,0.342807329,0.039722974,0.857051863,0.857051863,0.363226534,0.25839219,0.332822341,0.089341451,0.421880882,0.363226534,0.363226534,0.342807329,0.342807329,0.376915512,0.40374273,0.706191726,0.040761177,0.292888616,0.432853434,0.062304558,0.07116032,0.079010879,0.486943525,0.146533501,0.051862565,0.123192095,0.289822619,0.113195739
1/1/22 7:00,0.275819837,0.385815627,0.040504493,0.85991585,0.85991585,0.382434533,0.261000322,0.329833504,0.097632526,0.393135271,0.382434533,0.382434533,0.385815627,0.385815627,0.376915512,0.403155235,0.780822755,0.041446838,0.058274254,0.432306627,0.0615467,0.071206332,0.054801905,0.421565059,0.143065025,0.053006463,0.115428165,0.325309592,0.122559876
1/1/22 7:15,0.280652401,0.392737449,0.041096736,0.862404589,0.862404589,0.480811383,0.263326758,0.427719494,0.102378044,0.395310513,0.480811383,0.480811383,0.392737449,0.392737449,0.376915512,0.402567739,0.737821809,0.042200081,0.041326084,0.431889016,0.063592168,0.071726678,0.054826385,0.400851686,0.141076038,0.05427724,0.115522821,0.336958132,0.122559876
1/1/22 7:30,0.250601326,0.306017864,0.05971492,0.782915691,0.782915691,0.372317961,0.265444914,0.350469486,0.105524353,0.396181626,0.372317961,0.372317961,0.306017864,0.306017864,0.376915512,0.403351431,0.742210351,0.042920172,0.047729208,0.431508188,0.091417222,0.07214623,0.054818654,0.385967659,0.139404416,0.050689261,0.115573002,0.332967745,0.122559876
1/1/22 7:45,0.25926366,0.33126567,0.057678133,0.781986488,0.781986488,0.38251823,0.279803283,0.247992621,0.107900668,0.405339455,0.38251823,0.38251823,0.33126567,0.33126567,0.376915512,0.40430043,0.718355716,0.043551647,0.068218034,0.431163976,0.097797942,0.072483734,0.054818226,0.374133273,0.138134085,0.055204474,0.115607133,0.321422577,0.122559876
1/1/22 8:00,0.272562445,0.345112982,0.057112424,0.774453917,0.774453917,0.394220827,0.277999589,0.473643251,0.10765759,0.39398782,0.394220827,0.394220827,0.345112982,0.345112982,0.376915512,0.487204806,0.718569783,0.044280019,0.102513014,0.439874864,0.087167784,0.073578107,0.055167919,0.377153958,0.137470335,0.072095719,0.128193068,0.354589329,0.126336681
1/1/22 8:15,0.281127838,0.363114489,0.055991538,0.765869439,0.765869439,0.404622728,0.277254034,0.343327875,0.107706734,0.384382743,0.404622728,0.404622728,0.363114489,0.363114489,0.376915512,0.488153805,0.798285089,0.044963134,0.117213644,0.449231453,0.101701379,0.074198236,0.05540686,0.382981189,0.137550452,0.074696127,0.12878063,0.343838626,0.126336681
1/1/22 8:30,0.28703273,0.376961801,0.055220602,0.754442245,0.754442245,0.344883854,0.341005855,0.203026897,0.107900185,0.409536665,0.344883854,0.344883854,0.376961801,0.376961801,0.376915512,0.490473166,0.770731253,0.045606919,0.130909054,0.45937937,0.115918499,0.074844224,0.055680153,0.391227836,0.137520683,0.07640223,0.129475413,0.340867537,0.126336681
1/1/22 8:45,0.291846329,0.391074016,0.054653692,0.746581997,0.746581997,0.347255316,0.337321496,0.507841463,0.107992394,0.436179845,0.347255316,0.347255316,0.391074016,0.391074016,0.376915512,0.491442909,0.796319916,0.046227061,0.145237018,0.470312832,0.128873284,0.075507172,0.055972518,0.401572742,0.137498228,0.068222407,0.289293213,0.359032814,0.126336681
1/1/22 9:00,0.296019093,0.402416768,0.071727466,0.744390055,0.744390055,0.362805979,0.26939776,0.371621891,0.10887894,0.440008787,0.362805979,0.362805979,0.402416768,0.402416768,0.376915512,0.586725884,0.775708789,0.047559311,0.149866,0.469306247,0.274573051,0.124784396,0.07710799,0.395037206,0.137269077,0.083301958,0.563795404,0.31220483,0.1610324
1/1/22 9:15,0.298721759,0.415379914,0.136312364,0.742409048,0.742409048,0.379548004,0.271113722,0.37274318,0.109821699,0.404898955,0.379548004,0.379548004,0.415379914,0.415379914,0.376915512,0.587695626,0.776301771,0.049535064,0.152625193,0.468104737,0.192985953,0.13496095,0.076736624,0.411615517,0.136680025,0.080870818,0.413852612,0.314833368,0.1610324
1/1/22 9:30,0.298069061,0.408571891,0.0532764,0.737112041,0.737112041,0.420409136,0.271358857,0.373282986,0.110292109,0.409782039,0.420409136,0.420409136,0.408571891,0.408571891,0.376915512,0.601772053,0.821528214,0.049930862,0.154438353,0.466953658,0.25939052,0.155412341,0.07656157,0.480382548,0.147656738,0.082050736,0.136544629,0.754996179,0.1610324
1/1/22 9:45,0.300305965,0.379896955,0.052649914,0.729911928,0.729911928,0.457209003,0.271267954,0.373641329,0.110470796,0.452854975,0.457209003,0.457209003,0.379896955,0.379896955,0.376915512,0.715669274,0.766263498,0.05021682,0.155401993,0.465865534,0.300733589,0.155412341,0.076487838,0.391089465,0.151724743,0.083943712,0.139491484,0.791354226,0.1610324
1/1/22 10:00,0.402664916,0.386919633,0.051475029,0.719916278,0.719916278,0.481261334,0.269196108,0.37070209,0.109531843,0.454400262,0.481261334,0.481261334,0.386919633,0.386919633,0.376915512,0.759001302,0.771426209,0.049862555,0.155558581,0.593069108,0.360785965,0.190098291,0.055897698,0.321392806,0.159559809,0.091447789,0.130838014,0.8161936,0.146931307
1/1/22 10:15,0.321992602,0.394945551,0.050688627,0.712828899,0.712828899,0.497797312,0.26707313,0.368448359,0.118452436,0.433076096,0.497797312,0.497797312,0.394945551,0.394945551,0.376915512,0.769542133,0.755952684,0.048309049,0.154863604,0.591074576,0.304961628,0.202113472,0.055949548,0.434700077,0.152571888,0.091333536,0.143272161,0.816702598,0.114358185
1/1/22 10:30,0.499585026,0.415637826,0.049864008,0.702370565,0.702370565,0.521099829,0.264977942,0.361531223,0.168676386,0.415920896,0.521099829,0.521099829,0.415637826,0.415637826,0.377763937,0.783307446,0.757479213,0.048230574,0.153806219,0.584472801,0.312894248,0.299558598,0.055902296,0.512923358,0.181252321,0.088931832,0.144206027,0.81675359,0.114358185
1/1/22 10:45,0.514067273,0.457995605,0.048691925,0.692257145,0.692257145,0.51814062,0.262858189,0.484903546,0.101971969,0.442682522,0.51814062,0.51814062,0.457995605,0.457995605,0.378612363,0.785315018,0.793474033,0.048224735,0.152796306,0.578314054,0.358410445,0.197228758,0.055812193,0.225352438,0.158473729,0.0905057,0.144372048,0.816365563,0.114358185
1/1/22 11:00,0.485841925,0.456603409,0.074538338,0.682229224,0.682229224,0.510956318,0.260712415,0.361571731,0.102582805,0.459814672,0.510956318,0.510956318,0.456603409,0.456603409,0.209491093,0.540346737,0.690074002,0.077313396,0.154077091,0.475527981,0.308379024,0.210882232,0.055014856,0.550355932,0.15121109,0.091425885,0.133132971,0.821135441,0.148584522
1/1/22 11:15,0.484106432,0.455290315,0.081802123,0.673013634,0.673013634,0.499139362,0.320910899,0.358800822,0.101656566,0.461230201,0.499139362,0.499139362,0.455290315,0.455290315,0.210339519,0.54235431,0.707242208,0.077112951,0.155113817,0.466680889,0.308379024,0.177383554,0.054942868,0.367957028,0.158167067,0.091482049,0.121334612,0.478635485,0.148584522
1/1/22 11:30,0.479552501,0.450553081,0.082227068,0.663142941,0.663142941,0.459810484,0.316214884,0.356426491,0.100286729,0.421734367,0.459810484,0.459810484,0.450553081,0.450553081,0.252961464,0.555356229,0.704304898,0.077002598,0.155939363,0.463729954,0.308379024,0.220579772,0.084799182,0.354500196,0.159750077,0.091610053,0.120407055,0.354485931,0.148584522
1/1/22 11:45,0.594047623,0.446132255,0.088871174,0.652141456,0.652141456,0.419564675,0.311665752,0.352775769,0.098596531,0.426631856,0.419564675,0.419564675,0.446132255,0.446132255,0.295413725,0.569958696,0.718352755,0.076922649,0.307472909,0.460913183,0.308379024,0.279606904,0.16273884,0.355191904,0.15305965,0.091606338,0.120119029,0.385611648,0.148584522
1/1/22 12:00,0.594523845,0.441079883,0.124686115,0.643076013,0.643076013,0.414691577,0.396349079,0.355053818,0.106474663,0.461793776,0.414691577,0.414691577,0.441079883,0.441079883,0.343930593,0.577259929,0.736047993,0.076732079,0.340446363,0.451297133,0.308673733,0.238785847,0.216405543,0.347426715,0.157828722,0.061865692,0.119309586,0.520327998,0.183028675
1/1/22 12:15,0.591829897,0.436869573,0.235270968,0.630568337,0.630568337,0.406805943,0.402933523,0.359144492,0.14296576,0.460135019,0.406805943,0.406805943,0.436869573,0.436869573,0.384361317,0.584561163,0.658989829,0.076438081,0.418697377,0.441695425,0.310510018,0.211982999,0.220797616,0.339333531,0.15866812,0.061239272,0.118679437,0.521333826,0.183028675
1/1/22 12:30,0.585446258,0.434783797,0.165873653,0.620565628,0.620565628,0.402641631,0.712587129,0.362629512,0.096737829,0.447709948,0.402641631,0.402641631,0.434783797,0.434783797,0.416201426,0.636458544,0.676525219,0.076147811,0.479076042,0.615607937,0.308673733,0.301435222,0.220587328,0.331271215,0.172099464,0.060765688,0.118001599,0.527305418,0.148396805
1/1/22 12:45,0.5816891,0.433540082,0.492942236,0.61991134,0.61991134,0.457712729,0.488677957,0.366245509,0.096982024,0.412112601,0.457712729,0.457712729,0.433540082,0.433540082,0.43995539,0.682899784,0.655727506,0.075841912,0.340446363,0.549923714,0.320232616,0.26853657,0.220157532,0.323310487,0.180460402,0.059962206,0.11672368,0.515963608,0.113764934
1/1/22 13:00,0.575245053,0.378819338,0.697584197,0.616643807,0.616643807,0.451349703,0.314889651,0.359582525,0.095110478,0.427828332,0.451349703,0.451349703,0.378819338,0.378819338,0.777846663,0.69450708,0.692595882,0.075482403,0.373827452,0.426978085,0.3069913,0.230580755,0.175994332,0.370225517,0.148216287,0.060425232,0.116592721,0.518059166,0.184738932
1/1/22 13:15,0.569914507,0.375465422,0.771704832,0.613354822,0.613354822,0.43862365,0.301582137,0.353026683,0.092503294,0.44529024,0.43862365,0.43862365,0.375465422,0.375465422,0.800469486,0.703891804,0.719003023,0.075573182,0.450585136,0.434023806,0.3069913,0.324500627,0.111366109,0.538110657,0.155946414,0.061092693,0.116596569,0.498331067,0.228108444
1/1/22 13:30,0.567441168,0.371812915,0.455170455,0.609779873,0.609779873,0.396255729,0.234963497,0.346441,0.089689755,0.442263763,0.396255729,0.396255729,0.371812915,0.371812915,0.812428568,0.707427871,0.679907638,0.075739498,0.339942696,0.442920054,0.307836444,0.31577057,0.111435244,0.368947588,0.157634487,0.062071693,0.117287572,0.395697838,0.262429073
1/1/22 13:45,0.599571432,0.368397307,0.049030362,0.606812127,0.606812127,0.395087127,0.279269434,0.34010927,0.086821877,0.413809861,0.395087127,0.395087127,0.368397307,0.368397307,0.819863086,0.702750336,0.732677131,0.075948654,0.448338474,0.453430673,0.3069913,0.21322676,0.143022104,0.394752215,0.150050935,0.063032052,0.118188689,0.348615592,0.262429073
1/1/22 14:00,0.558082392,0.411483328,0.10907543,0.604654454,0.604654454,0.37210488,0.276262617,0.335138036,0.084334347,0.397564617,0.37210488,0.37210488,0.411483328,0.411483328,0.828359678,0.697727176,0.707903666,0.076689929,0.46131884,0.445319576,1,0.20985307,0.146868078,0.592604682,0.157537175,0.10896144,0.1180401,0.355401761,0.220629262
1/1/22 14:15,0.549457036,0.397208325,0.111497266,0.6025887,0.6025887,0.3613551,0.273795707,0.331139039,0.082166681,0.427853283,0.3613551,0.3613551,0.397208325,0.397208325,0.835440172,0.690180446,0.727701443,0.076492585,0.453494797,0.437272769,0.860731312,0.209067619,0.119246872,0.521656567,0.158303478,0.122831663,0.117580573,0.349532369,0.148781328
1/1/22 14:30,0.552552898,0.367283895,0.048585356,0.59630114,0.59630114,0.352219776,0.271638362,0.327839809,0.080313314,0.438065402,0.352219776,0.352219776,0.367283895,0.367283895,0.83685627,0.641508162,0.725565805,0.076242862,0.272303172,0.428691741,0.723139355,0.180252673,0.081304744,0.788519891,0.158415475,0.121519207,0.116921794,0.354051449,0.148781328
1/1/22 14:45,0.539948968,0.351438297,0.048585356,0.59058778,0.59058778,0.19316151,0.269640146,0.324800186,0.078639958,0.421647668,0.19316151,0.19316151,0.351438297,0.351438297,0.83685627,0.595768448,0.629619995,0.075962749,0.14681517,0.415395071,0.7719524,0.179655608,0.090686918,0.840565013,0.132144249,0.116352247,0.116229234,0.342750475,0.148781328
1/1/22 15:00,0.535926343,0.336493017,0.049995651,0.580803821,0.580803821,0.18632345,0.263656928,0.308067368,0.101474825,0.392267225,0.18632345,0.18632345,0.336493017,0.336493017,0.83685627,0.592893138,0.686698258,0.092843741,0.612910771,0.416290723,0.721530391,0.283429443,0.146088038,0.514040895,0.132966411,0.108272407,0.116258486,0.343842583,0.150245671
1/1/22 15:15,0.533090227,0.326236759,0.182900784,0.575399239,0.575399239,0.184720968,0.255640469,0.297732277,0.088525164,0.402559648,0.184720968,0.184720968,0.326236759,0.326236759,0.83685627,0.589642107,0.668187344,0.097669585,0.657982737,0.412554039,0.698137358,0.333828088,0.171232531,0.49568494,0.132840361,0.103408553,0.11573981,0.351024344,0.150245671
1/1/22 15:30,0.532944582,0.319581773,0.186776533,0.534513394,0.534513394,0.181230547,0.248321605,0.378142519,0.079856054,0.431147992,0.181230547,0.181230547,0.319581773,0.319581773,0.83685627,0.587719021,0.649061224,0.096676711,0.599836951,0.409491688,0.673411941,0.385235284,0.109614053,0.487826777,0.132693105,0.100254371,0.149970222,0.350013472,0.150245671
1/1/22 15:45,0.547595544,0.23625553,0.160554386,0.518960772,0.518960772,0.135529077,0.241330371,0.264700671,0.07258147,0.42981428,0.135529077,0.135529077,0.23625553,0.23625553,0.836426438,0.587205633,0.641012467,0.09453333,0.750959745,0.402281432,0.652199396,0.338973132,0.109268612,0.482647779,0.13204725,0.097785883,0.20135505,0.339599794,0.150245671
1/1/22 16:00,0.579704762,0.183369185,0.053043583,0.28197986,0.28197986,0.135934096,0.248749223,0.305440723,0.048014214,0.392739645,0.135934096,0.135934096,0.183369185,0.183369185,0.835996606,0.58529624,0.575283974,0.092186077,0.682229971,0.398842362,0.621397922,0.338486162,0.108925635,0.464767594,0.158726562,0.096737383,0.232582865,0.346376105,0.1503362
1/1/22 16:15,0.540382042,0.171029394,0.053043583,0.271189834,0.271189834,0.141751369,0.249659988,0.308428364,0.056813128,0.387854347,0.141751369,0.141751369,0.171029394,0.171029394,0.835505369,0.663319561,0.620396304,0.090516759,0.385349397,0.391185759,0.61901883,0.337056549,0.10871666,0.448793647,0.157522983,0.097524205,0.231271404,0.336145292,0.1503362
1/1/22 16:30,0.540052716,0.170681542,0.120103744,0.243010946,0.243010946,0.147369315,0.249501279,0.309576485,0.060383135,0.424903135,0.147369315,0.147369315,0.170681542,0.170681542,0.835096005,0.661410168,0.554293842,0.088950587,0.582595073,0.384261888,0.606061125,0.356646427,0.108515519,0.434483099,0.156759287,0.0957909,0.18429465,0.334563802,0.18647272
1/1/22 16:45,0.541622839,0.170621981,0.10509844,0.219007799,0.219007799,0.155203171,0.24959101,0.311275745,0.06241714,0.428365732,0.155203171,0.155203171,0.170621981,0.170621981,0.835443965,0.630869019,0.571913562,0.087703371,0.448377888,0.442367974,0.594641527,0.343815973,0.161006548,0.421430677,0.156196131,0.09427322,0.143503769,0.333145809,0.18647272
1/1/22 17:00,0.547100695,0.200032302,0.060084161,0.154589759,0.154589759,0.163125779,0.275078294,0.268957376,0.090615419,0.412398274,0.163125779,0.163125779,0.200032302,0.200032302,0.835873797,0.636209548,0.552678643,0.069528141,0.619972809,0.609464782,0.542621072,0.260803165,0.173667522,0.513924179,0.155080291,0.092149398,0.177107142,0.382041861,0.18456953
1/1/22 17:15,0.548286217,0.230313001,0.091726397,0.12458565,0.12458565,0.176266849,0.27870768,0.279504788,0.104338013,0.387107389,0.176266849,0.176266849,0.230313001,0.230313001,0.836365033,0.60611484,0.51948992,0.067942897,0.417683635,0.614958333,0.394866782,0.301389846,0.14433152,0.506719962,0.154665535,0.087850651,0.249002816,0.388142504,0.18456953
1/1/22 17:30,0.610424223,0.372255811,0.196865043,0.200518209,0.200518209,0.311726468,0.282939859,0.382414211,0.112918099,0.434085811,0.311726468,0.311726468,0.372255811,0.372255811,0.836774397,0.590201605,0.551853036,0.067946897,0.393697113,0.358331866,0.386353506,0.337164714,0.085723539,0.494977752,0.154192249,0.086548552,0.248813376,0.383333176,0.149437778
1/1/22 17:45,0.608651157,0.375438149,0.163394789,0.21552782,0.21552782,0.379178678,0.522963637,0.354446401,0.118780861,0.44770224,0.379178678,0.379178678,0.375438149,0.375438149,0.83685627,0.57722505,0.482019707,0.038378243,0.583334951,0.346326631,0.378534636,0.336887364,0.079013257,0.484394477,0.153753284,0.085407565,0.411362311,0.37725417,0.149437778
1/1/22 18:00,0.608541769,0.377508004,0.067885564,0.22524579,0.22524579,0.383791993,0.387891495,0.317639169,0.089651991,0.427614239,0.383791993,0.383791993,0.377508004,0.377508004,0.83685627,0.565786702,0.538144636,0.039021747,0.399711533,0.330360858,0.469952452,0.282884694,0.096867275,0.373009011,0.156416631,0.085526183,0.570114605,0.384647791,0.153348268
1/1/22 18:15,0.644553575,0.380256398,0.067885564,0.232471361,0.232471361,0.386866967,0.332749131,0.320940476,0.079688619,0.380914763,0.386866967,0.386866967,0.380256398,0.380256398,0.83685627,0.410065322,0.516131168,0.039839215,0.390405082,0.341110853,0.475266353,0.246444043,0.148674131,0.373765161,0.156159091,0.086006204,0.568871203,0.391956702,0.161119753
1/1/22 18:30,0.609295053,0.382484341,0.067885564,0.242245262,0.242245262,0.350159359,0.334135069,0.325080152,0.078265412,0.372618248,0.350159359,0.350159359,0.382484341,0.382484341,0.83685627,0.403335676,0.527772437,0.040509398,0.524292831,0.346767257,0.477535134,0.246525734,0.148799799,0.380710977,0.156820862,0.086620634,0.568914781,0.384083499,0.161119753
